web-scraper-order,web-scraper-start-url,house_link,house_link-href,state_city_zip,status,address,page2,page2-href,page3,page3-href,page4,page4-href,page5,page5-href,page6,page6-href,area_sqft,bedroom,bathroom,zestimate,asking_price,type,year_built,heating,cooling,parking,lot,rent_zestimate,elementrary_rating,middle_school_rating,high_school_rating,kitchen_feature,construction_material,roof,utility,annual_tax_amount
"1572919815-9744","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/774-Mendecino-Way-Morgan-Hill-CA-95037/19851784_zpid/","Morgan Hill, CA 95037","For sale","774 Mendecino Way,","","","3","https://www.zillow.com/morgan-hill-ca/3_p/","","","","","","","1,539","3","2","null","$644,900","Condo","1979","Forced air","Central","Condo","$380/month","$3,195/mo","2","8","null","{""targetDiv"":""gpt-ad-57f8c9e9-a977-491b-8221-3f0b71868947"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""774 Mendecino Way"",""bd"":""3"",""fsbid"":""4383"",""city"":""Morgan_Hill"",""proptp"":""cnd"",""pid"":""19851784"",""lot"":""1"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""-8605251182413589494"",""sqftrange"":""1500-1999"",""price"":""644900"",""sqft"":""1539"",""posting_url"":""https://www.coldwellbankerhomes.com/ca/morgan-hill/774-mendecino-way/pid_31800366/?utm_campaign=OLDP-Zillow&utm_source=zillow&utm_medium=oldp&utm_content=listing"",""mlong"":""-121.639749"",""state"":""CA"",""park"":""yes"",""prange"":""600-699k"",""zip"":""95037"",""mlat"":""37.096192"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISnmr2580dfaz91000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""1970-1979"",""zestimate"":""640899"",""premieragent"":""no""}}","null","null","null","null"
"1572919177-9025","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/borello-ranch-estates/2082558694_zpid/","Morgan Hill, CA 95037","New construction","Lot #0065, Borello Ranch Estates,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","3,595","4","4","None","$1,804,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","6","7","{""targetDiv"":""gpt-ad-602887c0-25ea-4d23-9226-53f719de79c0"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" JUX1JV"",""aamgnrc1"":""18620 Corte Bautista"",""bd"":""4"",""fsbid"":""830"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2091898926"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""3500-3999"",""price"":""1804995"",""sqft"":""3595"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Borello-Ranch-Estates/Alegra?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=451902&nhf_listing_type=plan&utm_term=plan_Alegra&utm_campaign=Morgan+Hill%2FCA"",""state"":""CA"",""mlong"":""-121.634912"",""cnty"":""Contra_Costa"",""prange"":""1_5-1_999m"",""zip"":""95037"",""mlat"":""37.1646"",""plid"":""2117748"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISq9c5k7iqbvu40000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808777"",""dma"":""37""}}","null","null","null","null"
"1572919985-9899","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/1740-Llagas-Rd-Morgan-Hill-CA-95037/19850498_zpid/","Morgan Hill, CA 95037","For sale","1740 Llagas Rd,","2","https://www.zillow.com/morgan-hill-ca/2_p/","","","","","","","","","3,821","4","3","null","$1,499,950","Single Family","1978","Heat pump","Central","Single Family","4.97 acres","$4,500/mo","2","6","8","{""targetDiv"":""gpt-ad-21e865fa-f1fb-46a6-89b3-277da7f46654"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1740 Llagas Rd"",""bd"":""4"",""fsbid"":""4383"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""19850498"",""lot"":""7"",""zestibuck"":""1-1_499m"",""listtp"":""buy_agent"",""zguidh"":""-7942954087160554901"",""sqftrange"":""3500-3999"",""price"":""1499950"",""sqft"":""3821"",""posting_url"":""https://www.coldwellbankerhomes.com/ca/morgan-hill/1740-llagas-rd/pid_32667137/?utm_campaign=OLDP-Zillow&utm_source=zillow&utm_medium=oldp&utm_content=listing"",""mlong"":""-121.685399"",""state"":""CA"",""park"":""yes"",""prange"":""1-1_499m"",""zip"":""95037"",""mlat"":""37.126114"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISjro4vmxq81g61000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""1970-1979"",""zestimate"":""1499955"",""premieragent"":""no""}}","null","null","null","null"
"1572919866-9795","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/15885-La-Prenda-Ct-Morgan-Hill-CA-95037/19849651_zpid/","Morgan Hill, CA 95037","For sale","15885 La Prenda Ct,","","","3","https://www.zillow.com/morgan-hill-ca/3_p/","","","","","","","2,670","5","3","$995,831","$999,900","Single Family","1981","Forced air","Central","Single Family","7,004 sqft","$3,800/mo","7","4","8","{""targetDiv"":""gpt-ad-f12999b6-6dbb-45df-a450-5ba93d047f63"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""15885 La Prenda Ct"",""bd"":""5"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""19849651"",""lot"":""2"",""zestibuck"":""900-999k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-3018270207772234578"",""sqftrange"":""2500-2999"",""price"":""999900"",""sqft"":""2670"",""posting_url"":"""",""mlong"":""-121.646975"",""state"":""CA"",""park"":""yes"",""prange"":""900-999k"",""zip"":""95037"",""mlat"":""37.108218"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvgw40w04bf9w0000000000.jpg"",""zusr"":""true"",""price_band"":""z900"",""yrblt"":""1980-1989"",""zestimate"":""995831"",""premieragent"":""no""}}","null","null","null","null"
"1572920230-10053","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/1247-Canopy-Ln-Morgan-Hill-CA-95037/2082248257_zpid/","Morgan Hill, CA 95037","For sale","1247 Canopy Ln,","","","","","","","","","","","1,986","4","3","$782,830","$782,830","Condo","2019","Forced air","Central","Condo","$361/month","null","6","4","7","{""targetDiv"":""gpt-ad-87370ccb-d3d5-4f9a-bbd3-722d9a6fe45b"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""1247 Canopy Ln"",""bd"":""4"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""cnd"",""pid"":""2082248257"",""zestibuck"":""700-799k"",""listtp"":""buy_agent"",""zguidh"":""2019977224775074212"",""sqftrange"":""1500-1999"",""price"":""782830"",""sqft"":""1986"",""posting_url"":""http://www.vandaele.com"",""mlong"":""-121.595113"",""state"":""CA"",""park"":""yes"",""prange"":""700-799k"",""zip"":""95037"",""mlat"":""37.15817"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISvc1ac32htwmz0000000000.jpg"",""zusr"":""true"",""price_band"":""z700"",""yrblt"":""2010-2019"",""zestimate"":""782830"",""premieragent"":""no""}}","null","null","null","null"
"1572920188-10036","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/lantana/2085121947_zpid/","Morgan Hill, CA 95037","New construction","Buildable plan: Residence Eleven, Lantana,","","","","","","","","","","","3,649","5","4","$1,490,632","$1,549,000","Townhouse","2019","No Data","No Data","Townhouse","No Data","null","6","6","7","{""targetDiv"":""gpt-ad-76f853ee-8a1d-46bf-bf35-7273422aff19"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" G06T5E"",""aamgnrc1"":""Appointment Only"",""bd"":""5"",""fsbid"":""11527"",""city"":""Morgan_Hill"",""proptp"":""twn"",""pid"":""2085121947"",""zestibuck"":""1-1_499m"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""3500-3999"",""price"":""1549000"",""sqft"":""3649"",""posting_url"":""http://www.lennar.com/new-homes/california/san-francisco-bay-area/morgan-hill/lantana?utm_source=zillowtrulia&utm_medium=listing&utm_campaign=bahlen_listing_zillowtrulia_lantana"",""state"":""CA"",""mlong"":""-121.646"",""cnty"":""Santa_Clara"",""prange"":""1_5-1_999m"",""zip"":""95037"",""mlat"":""37.1579"",""plid"":""11320518"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISfwt8wxjf6hoa0000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""2010-2019"",""zestimate"":""1490632"",""premieragent"":""no"",""builderChatId"":""11527-814446"",""dma"":""37""}}","null","null","null","null"
"1572919240-9097","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/borello-ranch-estates/2091898930_zpid/","Morgan Hill, CA 95037","New construction","Lot #0052, Borello Ranch Estates,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","4,167","3","3.5","None","$1,975,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","6","8","{""targetDiv"":""gpt-ad-71e35ac6-9849-44fa-982b-7a98048f51ca"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" VCVQTH"",""aamgnrc1"":""18620 Corte Bautista"",""bd"":""3"",""fsbid"":""830"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2091898931"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""4000-4499"",""price"":""1975995"",""sqft"":""4167"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Borello-Ranch-Estates/Campagna"",""state"":""CA"",""mlong"":""-121.634912"",""cnty"":""Sonoma"",""prange"":""1_5-1_999m"",""zip"":""95037"",""mlat"":""37.1646"",""plid"":""2117748"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISe0t2muzz9ejc1000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808777"",""dma"":""37""}}","null","null","null","null"
"1572919320-9187","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/borello-ranch-estates/2086838984_zpid/","Morgan Hill, CA 95037","New construction","Lot #0118, Borello Ranch Estates,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","4,057","4","5","None","$2,117,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","6","7","{""targetDiv"":""gpt-ad-6dff1d8b-35aa-41d1-8f96-e4c162172050"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" 3MKKCN"",""aamgnrc1"":""18620 Corte Bautista"",""bd"":""4"",""fsbid"":""830"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2091898923"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""4000-4499"",""price"":""2117995"",""sqft"":""4057"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Borello-Ranch-Estates/Colline"",""state"":""CA"",""mlong"":""-121.634912"",""cnty"":""Santa_Clara"",""prange"":""2-2_499m"",""zip"":""95037"",""mlat"":""37.1646"",""plid"":""2117748"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS272xca4dhfcq0000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808777"",""dma"":""37""}}","null","null","null","null"
"1572920049-9943","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/23773-Mckean-Rd-San-Jose-CA-95141/19846640_zpid/","San Jose, CA 95141","For sale","23773 Mckean Rd,","2","https://www.zillow.com/morgan-hill-ca/2_p/","","","","","","","","","4,150","3","4","$1,642,454","$1,699,900","Single Family","1971","Forced air","Central","Single Family","4.89 acres","$3,800/mo","2","6","8","{""targetDiv"":""gpt-ad-272b5454-87eb-4064-802c-2c253b675595"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""23773 Mckean Rd"",""bd"":""3"",""fsbid"":""14106"",""city"":""San_Jose"",""proptp"":""sfh"",""pid"":""19846640"",""lot"":""7"",""zestibuck"":""1_5-1_999m"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""7825482195111695426"",""sqftrange"":""4000-4499"",""price"":""1699900"",""sqft"":""4150"",""posting_url"":"""",""mlong"":""-121.751164"",""state"":""CA"",""prange"":""1_5-1_999m"",""zip"":""95141"",""mlat"":""37.157224"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS7emwof1opfz61000000000.jpg"",""zusr"":""true"",""price_band"":""z1m"",""yrblt"":""1970-1979"",""zestimate"":""1642454"",""premieragent"":""no""}}","null","null","null","null"
"1572919336-9207","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/borello-ranch-estates/2091898924_zpid/","Morgan Hill, CA 95037","New construction","Lot #0051, Borello Ranch Estates,","","","","","","","5","https://www.zillow.com/morgan-hill-ca/5_p/","","","3,401","4","4.5","None","$1,837,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","6","8","{""targetDiv"":""gpt-ad-ca5e6382-4a59-4332-ae2d-59df82a2229a"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" JQS0B"",""aamgnrc1"":""18620 Corte Bautista"",""bd"":""4"",""fsbid"":""830"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2091898919"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""3000-3499"",""price"":""1837995"",""sqft"":""3401"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Borello-Ranch-Estates/Bellina"",""state"":""CA"",""mlong"":""-121.634912"",""cnty"":""Contra_Costa"",""prange"":""1_5-1_999m"",""zip"":""95037"",""mlat"":""37.1646"",""plid"":""2117748"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/IS6idsuj0v7ehc1000000000.jpg"",""zusr"":""true"",""hood"":""Old_Town_Pittsburg"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808777"",""dma"":""37""}}","null","null","null","null"
"1572919683-9606","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/0-Poli-Rd-Morgan-Hill-CA-95037/2084783726_zpid/","Morgan Hill, CA 95037","Lot/land","0 Poli Rd,","","","3","https://www.zillow.com/morgan-hill-ca/3_p/","","","","","","","null","36.02 acres","null","None","$289,000","null","null","null","null","null","null","$2,850/mo","6","4","7","{""targetDiv"":""gpt-ad-1dbc1e22-b4bb-4f2b-b658-3b9140bf46bd"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""zip"":""95037"",""aamgnrc1"":""0 Poli Rd"",""mlat"":""37.15817"",""bd"":""0"",""fsbid"":""13698"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISr98makxwqsvd0000000000.jpg"",""zusr"":""true"",""city"":""Morgan_Hill"",""proptp"":""lot"",""pid"":""2084783726"",""lot"":""10"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-8403540625106808083"",""premieragent"":""no"",""price"":""289000"",""posting_url"":""http://www.BeckLandSales.com"",""mlong"":""-121.595113"",""state"":""CA"",""prange"":""250-299k""}}","null","null","null","null"
"1572920066-9955","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/7445-Croy-Rd-Morgan-Hill-CA-95037/82960499_zpid/","Morgan Hill, CA 95037","For sale","7445 Croy Rd,","2","https://www.zillow.com/morgan-hill-ca/2_p/","","","","","","","","","622","1","1","null","$325,000","Single Family","1961","Stove","None","Single Family","4.37 acres","$2,550/mo","4","4","8","{""targetDiv"":""gpt-ad-beebd39e-ce2b-4155-950f-963047f0a8ee"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""7445 Croy Rd"",""bd"":""1"",""fsbid"":""4383"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""82960499"",""lot"":""7"",""zestibuck"":""300-349k"",""listtp"":""buy_agent"",""stale"":""yes"",""zguidh"":""-3851153034307370957"",""sqftrange"":""500-999"",""price"":""325000"",""sqft"":""622"",""posting_url"":""https://www.coldwellbankerhomes.com/ca/morgan-hill/7445-croy-rd/pid_30541933/?utm_campaign=OLDP-Zillow&utm_source=zillow&utm_medium=oldp&utm_content=listing"",""mlong"":""-121.772737"",""state"":""CA"",""prange"":""300-349k"",""zip"":""95037"",""mlat"":""37.08743"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISyf2wpgjg4c050000000000.jpg"",""zusr"":""true"",""price_band"":""z300"",""yrblt"":""1960-1969"",""zestimate"":""315812"",""premieragent"":""no""}}","null","null","null","null"
"1572920128-9996","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/homedetails/190-Sanchez-Dr-Morgan-Hill-CA-95037/19847614_zpid/","Morgan Hill, CA 95037","For sale","190 Sanchez Dr,","","","","","","","","","","","1,516","3","2","$673,613","$669,000","Single Family","1940","Other","None","Single Family","7,814 sqft","$2,950/mo","2","6","8","{""targetDiv"":""gpt-ad-06a0b6ff-4e78-4c49-9ba1-ec89af80ae35"",""slot"":""zillow/property_details/buy_agent/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc1"":""190 Sanchez Dr"",""bd"":""3"",""fsbid"":""13698"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""19847614"",""lot"":""2"",""zestibuck"":""600-699k"",""listtp"":""buy_agent"",""zguidh"":""7114808813950819852"",""sqftrange"":""1500-1999"",""price"":""669000"",""sqft"":""1516"",""posting_url"":"""",""mlong"":""-121.668007"",""state"":""CA"",""prange"":""600-699k"",""zip"":""95037"",""mlat"":""37.142909"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISzvu488yf8lg10000000000.jpg"",""zusr"":""true"",""price_band"":""z600"",""yrblt"":""1940-1959"",""zestimate"":""673613"",""premieragent"":""no""}}","null","null","null","null"
"1572919527-9424","https://www.zillow.com/homes/morgan-hill-CA_rb/","","https://www.zillow.com/community/borello-ranch-estates/2082541231_zpid/","Morgan Hill, CA 95037","New construction","Lot #0106, Borello Ranch Estates,","","","","","4","https://www.zillow.com/morgan-hill-ca/4_p/","","","","","5,932","5","6","None","$2,497,995","Single Family","2019","No Data","No Data","Single Family","No Data","null","6","6","7","{""targetDiv"":""gpt-ad-7db622f2-1d29-4b1e-8423-9c3d597f3f3c"",""slot"":""zillow/property_details/buy_builder_community/rtt_main_p1"",""network"":""7449"",""sizes"":[""fluid""],""defer_ad"":true,""explicit_defer_ad"":false,""defer_target_frame"":false,""targets"":{""aamgnrc2"":"" NSJEF1"",""aamgnrc1"":""18620 Corte Bautista"",""bd"":""5"",""fsbid"":""830"",""city"":""Morgan_Hill"",""proptp"":""sfh"",""pid"":""2091898916"",""listtp"":""buy_builder_community"",""zguidh"":""1805368842246238228"",""sqftrange"":""5000-5999"",""price"":""2497995"",""sqft"":""5932"",""posting_url"":""https://www.tollbrothers.com/luxury-homes-for-sale/California/Borello-Ranch-Estates/Tesoro?utm_medium=newhomefeed&utm_source=zillow%2Fpaid_network&nhf_channel=6&nhf_listing_id=451907&nhf_listing_type=plan&utm_term=plan_Tesoro&utm_campaign=Morgan+Hill%2FCA"",""state"":""CA"",""mlong"":""-121.634912"",""cnty"":""Contra_Costa"",""prange"":""2-2_499m"",""zip"":""95037"",""mlat"":""37.1646"",""plid"":""2117748"",""z_listing_image_url"":""https://photos.zillowstatic.com/p_d/ISmai3infmgijq0000000000.jpg"",""zusr"":""true"",""yrblt"":""2010-2019"",""premieragent"":""no"",""builderChatId"":""830-808777"",""dma"":""37""}}","null","null","null","null"
