Area Name,Forecast indicator,Month of Date,Lower Prediction Interval for Accurate rate,Upper Prediction Interval for Accurate rate,Accurate rate
Contra Costa County,Actual,Sep-03,,,0.059244533
Contra Costa County,Actual,Oct-03,,,0.057973882
Contra Costa County,Actual,Nov-03,,,0.058672967
Contra Costa County,Actual,Dec-03,,,0.054405677
Contra Costa County,Actual,Jan-04,,,0.060683425
Contra Costa County,Actual,Feb-04,,,0.058084772
Contra Costa County,Actual,Mar-04,,,0.060992351
Contra Costa County,Actual,April 2004,,,0.054905847
Contra Costa County,Actual,May-04,,,0.051700139
Contra Costa County,Actual,Jun-04,,,0.05633248
Contra Costa County,Actual,Jul-04,,,0.056733412
Contra Costa County,Actual,Aug-04,,,0.052621206
Contra Costa County,Actual,Sep-04,,,0.049306931
Contra Costa County,Actual,Oct-04,,,0.050167224
Contra Costa County,Actual,Nov-04,,,0.050774358
Contra Costa County,Actual,Dec-04,,,0.04733844
Contra Costa County,Actual,Jan-05,,,0.052115987
Contra Costa County,Actual,Feb-05,,,0.052858262
Contra Costa County,Actual,Mar-05,,,0.05159898
Contra Costa County,Actual,April 2005,,,0.048107256
Contra Costa County,Actual,May-05,,,0.045607108
Contra Costa County,Actual,Jun-05,,,0.050255202
Contra Costa County,Actual,Jul-05,,,0.050635386
Contra Costa County,Actual,Aug-05,,,0.047749511
Contra Costa County,Actual,Sep-05,,,0.047395221
Contra Costa County,Actual,Oct-05,,,0.045810493
Contra Costa County,Actual,Nov-05,,,0.04678935
Contra Costa County,Actual,Dec-05,,,0.041617589
Contra Costa County,Actual,Jan-06,,,0.045553145
Contra Costa County,Actual,Feb-06,,,0.046044864
Contra Costa County,Actual,Mar-06,,,0.045418797
Contra Costa County,Actual,April 2006,,,0.042259084
Contra Costa County,Actual,May-06,,,0.039541321
Contra Costa County,Actual,Jun-06,,,0.043811395
Contra Costa County,Actual,Jul-06,,,0.045525596
Contra Costa County,Actual,Aug-06,,,0.042781793
Contra Costa County,Actual,Sep-06,,,0.040556426
Contra Costa County,Actual,Oct-06,,,0.04008562
Contra Costa County,Actual,Nov-06,,,0.042248062
Contra Costa County,Actual,Dec-06,,,0.039728682
Contra Costa County,Actual,Jan-07,,,0.046529814
Contra Costa County,Actual,Feb-07,,,0.045614035
Contra Costa County,Actual,Mar-07,,,0.045136187
Contra Costa County,Actual,April 2007,,,0.043632075
Contra Costa County,Actual,May-07,,,0.041805692
Contra Costa County,Actual,Jun-07,,,0.046978558
Contra Costa County,Actual,Jul-07,,,0.050561798
Contra Costa County,Actual,Aug-07,,,0.048562549
Contra Costa County,Actual,Sep-07,,,0.047711404
Contra Costa County,Actual,Oct-07,,,0.047849671
Contra Costa County,Actual,Nov-07,,,0.048836762
Contra Costa County,Actual,Dec-07,,,0.048921418
Contra Costa County,Actual,Jan-08,,,0.053420446
Contra Costa County,Actual,Feb-08,,,0.052540416
Contra Costa County,Actual,Mar-08,,,0.055299539
Contra Costa County,Actual,April 2008,,,0.051637765
Contra Costa County,Actual,May-08,,,0.055887454
Contra Costa County,Actual,Jun-08,,,0.062105867
Contra Costa County,Actual,Jul-08,,,0.066035951
Contra Costa County,Actual,Aug-08,,,0.067172676
Contra Costa County,Actual,Sep-08,,,0.066235249
Contra Costa County,Actual,Oct-08,,,0.068815166
Contra Costa County,Actual,Nov-08,,,0.071713147
Contra Costa County,Actual,Dec-08,,,0.074938342
Contra Costa County,Actual,Jan-09,,,0.086246201
Contra Costa County,Actual,Feb-09,,,0.090011394
Contra Costa County,Actual,Mar-09,,,0.092642013
Contra Costa County,Actual,April 2009,,,0.090735435
Contra Costa County,Actual,May-09,,,0.093948127
Contra Costa County,Actual,Jun-09,,,0.101698149
Contra Costa County,Actual,Jul-09,,,0.105561862
Contra Costa County,Actual,Aug-09,,,0.106017192
Contra Costa County,Actual,Sep-09,,,0.10652921
Contra Costa County,Actual,Oct-09,,,0.108108108
Contra Costa County,Actual,Nov-09,,,0.106952888
Contra Costa County,Actual,Dec-09,,,0.105705018
Contra Costa County,Actual,Jan-10,,,0.112998664
Contra Costa County,Actual,Feb-10,,,0.111280488
Contra Costa County,Actual,Mar-10,,,0.112331881
Contra Costa County,Actual,April 2010,,,0.107630979
Contra Costa County,Actual,May-10,,,0.105453852
Contra Costa County,Actual,Jun-10,,,0.109883832
Contra Costa County,Actual,Jul-10,,,0.113450958
Contra Costa County,Actual,Aug-10,,,0.111830825
Contra Costa County,Actual,Sep-10,,,0.107908212
Contra Costa County,Actual,Oct-10,,,0.107932876
Contra Costa County,Actual,Nov-10,,,0.109990485
Contra Costa County,Actual,Dec-10,,,0.105433746
Contra Costa County,Actual,Jan-11,,,0.110623689
Contra Costa County,Actual,Feb-11,,,0.107974056
Contra Costa County,Actual,Mar-11,,,0.107041184
Contra Costa County,Actual,April 2011,,,0.101083032
Contra Costa County,Actual,May-11,,,0.100113982
Contra Costa County,Actual,Jun-11,,,0.10710238
Contra Costa County,Actual,Jul-11,,,0.107377511
Contra Costa County,Actual,Aug-11,,,0.10472973
Contra Costa County,Actual,Sep-11,,,0.101296749
Contra Costa County,Actual,Oct-11,,,0.099306727
Contra Costa County,Actual,Nov-11,,,0.095926413
Contra Costa County,Actual,Dec-11,,,0.093550806
Contra Costa County,Actual,Jan-12,,,0.096737696
Contra Costa County,Actual,Feb-12,,,0.095962441
Contra Costa County,Actual,Mar-12,,,0.095113275
Contra Costa County,Actual,April 2012,,,0.089114495
Contra Costa County,Actual,May-12,,,0.088025526
Contra Costa County,Actual,Jun-12,,,0.093691676
Contra Costa County,Actual,Jul-12,,,0.094734891
Contra Costa County,Actual,Aug-12,,,0.0908414
Contra Costa County,Actual,Sep-12,,,0.08341091
Contra Costa County,Actual,Oct-12,,,0.08391997
Contra Costa County,Actual,Nov-12,,,0.081136279
Contra Costa County,Actual,Dec-12,,,0.080214894
Contra Costa County,Actual,Jan-13,,,0.085777943
Contra Costa County,Actual,Feb-13,,,0.081211671
Contra Costa County,Actual,Mar-13,,,0.078168621
Contra Costa County,Actual,April 2013,,,0.072547557
Contra Costa County,Actual,May-13,,,0.0716946
Contra Costa County,Actual,Jun-13,,,0.078551532
Contra Costa County,Actual,Jul-13,,,0.078666175
Contra Costa County,Actual,Aug-13,,,0.075426242
Contra Costa County,Actual,Sep-13,,,0.071719792
Contra Costa County,Actual,Oct-13,,,0.072134203
Contra Costa County,Actual,Nov-13,,,0.068490601
Contra Costa County,Actual,Dec-13,,,0.064908343
Contra Costa County,Actual,Jan-14,,,0.068279872
Contra Costa County,Actual,Feb-14,,,0.068804773
Contra Costa County,Actual,Mar-14,,,0.067831258
Contra Costa County,Actual,April 2014,,,0.059131737
Contra Costa County,Actual,May-14,,,0.05942623
Contra Costa County,Actual,Jun-14,,,0.062442097
Contra Costa County,Actual,Jul-14,,,0.06615215
Contra Costa County,Actual,Aug-14,,,0.063723679
Contra Costa County,Actual,Sep-14,,,0.05870408
Contra Costa County,Actual,Oct-14,,,0.057547343
Contra Costa County,Actual,Nov-14,,,0.056371649
Contra Costa County,Actual,Dec-14,,,0.052077562
Contra Costa County,Actual,Jan-15,,,0.057021591
Contra Costa County,Actual,Feb-15,,,0.05478694
Contra Costa County,Actual,Mar-15,,,0.052680052
Contra Costa County,Actual,April 2015,,,0.048865941
Contra Costa County,Actual,May-15,,,0.049495875
Contra Costa County,Actual,Jun-15,,,0.05187901
Contra Costa County,Actual,Jul-15,,,0.05394569
Contra Costa County,Actual,Aug-15,,,0.050283416
Contra Costa County,Actual,Sep-15,,,0.046614058
Contra Costa County,Actual,Oct-15,,,0.047218155
Contra Costa County,Actual,Nov-15,,,0.046243831
Contra Costa County,Actual,Dec-15,,,0.04444038
Contra Costa County,Actual,Jan-16,,,0.046932067
Contra Costa County,Actual,Feb-16,,,0.04592485
Contra Costa County,Actual,Mar-16,,,0.046646176
Contra Costa County,Actual,April 2016,,,0.043644299
Contra Costa County,Actual,May-16,,,0.0407495
Contra Costa County,Actual,Jun-16,,,0.047188573
Contra Costa County,Actual,Jul-16,,,0.048413125
Contra Costa County,Actual,Aug-16,,,0.047122302
Contra Costa County,Actual,Sep-16,,,0.044476327
Contra Costa County,Actual,Oct-16,,,0.044101829
Contra Costa County,Actual,Nov-16,,,0.041344598
Contra Costa County,Actual,Dec-16,,,0.040072202
Contra Costa County,Actual,Jan-17,,,0.044580262
Contra Costa County,Actual,Feb-17,,,0.042427497
Contra Costa County,Actual,Mar-17,,,0.039957189
Contra Costa County,Actual,April 2017,,,0.036857246
Contra Costa County,Actual,May-17,,,0.035450783
Contra Costa County,Actual,Jun-17,,,0.040286482
Contra Costa County,Actual,Jul-17,,,0.042266027
Contra Costa County,Actual,Aug-17,,,0.041213202
Contra Costa County,Actual,Sep-17,,,0.035872847
Contra Costa County,Actual,Oct-17,,,0.034593438
Contra Costa County,Actual,Nov-17,,,0.033756028
Contra Costa County,Actual,Dec-17,,,0.032101865
Contra Costa County,Actual,Jan-18,,,0.035368043
Contra Costa County,Actual,Feb-18,,,0.033985765
Contra Costa County,Actual,Mar-18,,,0.03268206
Contra Costa County,Actual,April 2018,,,0.029816104
Contra Costa County,Actual,May-18,,,0.027282454
Contra Costa County,Actual,Jun-18,,,0.03407276
Contra Costa County,Actual,Jul-18,,,0.033972892
Contra Costa County,Actual,Aug-18,,,0.032990422
Contra Costa County,Actual,Sep-18,,,0.029297564
Contra Costa County,Actual,Oct-18,,,0.030244417
Contra Costa County,Actual,Nov-18,,,0.029097283
Contra Costa County,Actual,Dec-18,,,0.029437533
Contra Costa County,Actual,Jan-19,,,0.036446469
Contra Costa County,Actual,Feb-19,,,0.033385772
Contra Costa County,Actual,Mar-19,,,0.034887798
Contra Costa County,Actual,April 2019,,,0.02853067
Contra Costa County,Actual,May-19,,,0.026175214
Contra Costa County,Actual,Jun-19,,,0.032039872
Contra Costa County,Actual,Jul-19,,,0.034088912
Contra Costa County,Actual,Aug-19,,,0.032064834
Marin County,Estimate,Sep-19,0.017595888,0.023851686,0.020723787
Marin County,Estimate,Oct-19,0.016621315,0.024235814,0.020428565
Marin County,Estimate,Nov-19,0.01488689,0.024311959,0.019599424
Marin County,Estimate,Dec-19,0.011454117,0.023057262,0.017255689
Marin County,Estimate,Jan-20,0.013566914,0.027649801,0.020608358
Marin County,Estimate,Feb-20,0.010835299,0.027653743,0.019244521
Marin County,Estimate,Mar-20,0.009259317,0.029037435,0.019148376
Marin County,Estimate,April 2020,0.004005464,0.026944805,0.015475135
Marin County,Estimate,May-20,0.001249149,0.027534549,0.014391849
Marin County,Estimate,Jun-20,0.003810781,0.033614213,0.018712497
Marin County,Estimate,Jul-20,0.003125138,0.036608332,0.019866735
Marin County,Estimate,Aug-20,-0.0005786,0.036737686,0.018079543
Marin County,Estimate,Sep-20,-0.00555319,0.035861655,0.015154233
Marin County,Estimate,Oct-20,-0.007902826,0.037620847,0.01485901
Marin County,Estimate,Nov-20,-0.01085463,0.038914371,0.01402987
Marin County,Estimate,Dec-20,-0.015386818,0.038759088,0.011686135
Marin County,Actual,Jan-90,,,0.024260804
Marin County,Actual,Feb-90,,,0.022779043
Marin County,Actual,Mar-90,,,0.022003035
Marin County,Actual,April 1990,,,0.022813688
Marin County,Actual,May-90,,,0.023610053
Marin County,Actual,Jun-90,,,0.024962179
Marin County,Actual,Jul-90,,,0.027673897
Marin County,Actual,Aug-90,,,0.026395173
Marin County,Actual,Sep-90,,,0.02750191
Marin County,Actual,Oct-90,,,0.024962179
Marin County,Actual,Nov-90,,,0.026656512
Marin County,Actual,Dec-90,,,0.02739726
Marin County,Actual,Jan-91,,,0.03609831
Marin County,Actual,Feb-91,,,0.037750385
Marin County,Actual,Mar-91,,,0.037750385
Marin County,Actual,April 1991,,,0.034668721
Marin County,Actual,May-91,,,0.036490683
Marin County,Actual,Jun-91,,,0.039321511
Marin County,Actual,Jul-91,,,0.041761579
Marin County,Actual,Aug-91,,,0.039423806
Marin County,Actual,Sep-91,,,0.039200615
Marin County,Actual,Oct-91,,,0.038636364
Marin County,Actual,Nov-91,,,0.037993921
Marin County,Actual,Dec-91,,,0.037878788
Marin County,Actual,Jan-92,,,0.046047583
Marin County,Actual,Feb-92,,,0.048498845
Marin County,Actual,Mar-92,,,0.047765794
Marin County,Actual,April 1992,,,0.045489591
Marin County,Actual,May-92,,,0.047250194
Marin County,Actual,Jun-92,,,0.051908397
Marin County,Actual,Jul-92,,,0.054216867
Marin County,Actual,Aug-92,,,0.054462935
Marin County,Actual,Sep-92,,,0.053887606
Marin County,Actual,Oct-92,,,0.050730208
Marin County,Actual,Nov-92,,,0.051262433
Marin County,Actual,Dec-92,,,0.051145038
Marin County,Actual,Jan-93,,,0.055767762
Marin County,Actual,Feb-93,,,0.054699538
Marin County,Actual,Mar-93,,,0.052713178
Marin County,Actual,April 1993,,,0.051361868
Marin County,Actual,May-93,,,0.050965251
Marin County,Actual,Jun-93,,,0.053763441
Marin County,Actual,Jul-93,,,0.055177627
Marin County,Actual,Aug-93,,,0.053151101
Marin County,Actual,Sep-93,,,0.051223242
Marin County,Actual,Oct-93,,,0.048411498
Marin County,Actual,Nov-93,,,0.046212121
Marin County,Actual,Dec-93,,,0.04147813
Marin County,Actual,Jan-94,,,0.051697531
Marin County,Actual,Feb-94,,,0.04876161
Marin County,Actual,Mar-94,,,0.048136646
Marin County,Actual,April 1994,,,0.045206547
Marin County,Actual,May-94,,,0.043647701
Marin County,Actual,Jun-94,,,0.047581903
Marin County,Actual,Jul-94,,,0.049306626
Marin County,Actual,Aug-94,,,0.049923195
Marin County,Actual,Sep-94,,,0.047470817
Marin County,Actual,Oct-94,,,0.043110085
Marin County,Actual,Nov-94,,,0.041538462
Marin County,Actual,Dec-94,,,0.037519142
Marin County,Actual,Jan-95,,,0.046129789
Marin County,Actual,Feb-95,,,0.043273013
Marin County,Actual,Mar-95,,,0.042519685
Marin County,Actual,April 1995,,,0.044952681
Marin County,Actual,May-95,,,0.042789223
Marin County,Actual,Jun-95,,,0.046640316
Marin County,Actual,Jul-95,,,0.04879938
Marin County,Actual,Aug-95,,,0.046765394
Marin County,Actual,Sep-95,,,0.04488189
Marin County,Actual,Oct-95,,,0.039750585
Marin County,Actual,Nov-95,,,0.036690086
Marin County,Actual,Dec-95,,,0.03276131
Marin County,Actual,Jan-96,,,0.039370079
Marin County,Actual,Feb-96,,,0.038311181
Marin County,Actual,Mar-96,,,0.036547434
Marin County,Actual,April 1996,,,0.035377358
Marin County,Actual,May-96,,,0.035405193
Marin County,Actual,Jun-96,,,0.03599374
Marin County,Actual,Jul-96,,,0.037896365
Marin County,Actual,Aug-96,,,0.032608696
Marin County,Actual,Sep-96,,,0.03271028
Marin County,Actual,Oct-96,,,0.030792918
Marin County,Actual,Nov-96,,,0.031369549
Marin County,Actual,Dec-96,,,0.027439024
Marin County,Actual,Jan-97,,,0.030911901
Marin County,Actual,Feb-97,,,0.03011583
Marin County,Actual,Mar-97,,,0.029930929
Marin County,Actual,April 1997,,,0.027713626
Marin County,Actual,May-97,,,0.026964561
Marin County,Actual,Jun-97,,,0.030721966
Marin County,Actual,Jul-97,,,0.031914894
Marin County,Actual,Aug-97,,,0.031155015
Marin County,Actual,Sep-97,,,0.031345566
Marin County,Actual,Oct-97,,,0.027293404
Marin County,Actual,Nov-97,,,0.02490566
Marin County,Actual,Dec-97,,,0.022590361
Marin County,Actual,Jan-98,,,0.026636225
Marin County,Actual,Feb-98,,,0.025075988
Marin County,Actual,Mar-98,,,0.025777104
Marin County,Actual,April 1998,,,0.021969697
Marin County,Actual,May-98,,,0.021969697
Marin County,Actual,Jun-98,,,0.02490566
Marin County,Actual,Jul-98,,,0.023862789
Marin County,Actual,Aug-98,,,0.023952096
Marin County,Actual,Sep-98,,,0.02413273
Marin County,Actual,Oct-98,,,0.023290759
Marin County,Actual,Nov-98,,,0.02173913
Marin County,Actual,Dec-98,,,0.018559762
Marin County,Actual,Jan-99,,,0.022421525
Marin County,Actual,Feb-99,,,0.021625652
Marin County,Actual,Mar-99,,,0.020848846
Marin County,Actual,April 1999,,,0.019563582
Marin County,Actual,May-99,,,0.017241379
Marin County,Actual,Jun-99,,,0.020911128
Marin County,Actual,Jul-99,,,0.021593448
Marin County,Actual,Aug-99,,,0.019402985
Marin County,Actual,Sep-99,,,0.019417476
Marin County,Actual,Oct-99,,,0.018656716
Marin County,Actual,Nov-99,,,0.017817372
Marin County,Actual,Dec-99,,,0.015441176
Marin County,Actual,Jan-00,,,0.030107527
Marin County,Actual,Feb-00,,,0.029808375
Marin County,Actual,Mar-00,,,0.030324401
Marin County,Actual,April 2000,,,0.026969482
Marin County,Actual,May-00,,,0.027084818
Marin County,Actual,Jun-00,,,0.031073446
Marin County,Actual,Jul-00,,,0.032280702
Marin County,Actual,Aug-00,,,0.030133146
Marin County,Actual,Sep-00,,,0.027484144
Marin County,Actual,Oct-00,,,0.026592022
Marin County,Actual,Nov-00,,,0.026443981
Marin County,Actual,Dec-00,,,0.023545706
Marin County,Actual,Jan-01,,,0.030576789
Marin County,Actual,Feb-01,,,0.028492008
Marin County,Actual,Mar-01,,,0.030534351
Marin County,Actual,April 2001,,,0.030431706
Marin County,Actual,May-01,,,0.029243937
Marin County,Actual,Jun-01,,,0.034975018
Marin County,Actual,Jul-01,,,0.03722262
Marin County,Actual,Aug-01,,,0.039768619
Marin County,Actual,Sep-01,,,0.038461538
Marin County,Actual,Oct-01,,,0.041484716
Marin County,Actual,Nov-01,,,0.042397661
Marin County,Actual,Dec-01,,,0.038856305
Marin County,Actual,Jan-02,,,0.04712813
Marin County,Actual,Feb-02,,,0.04622157
Marin County,Actual,Mar-02,,,0.049264706
Marin County,Actual,April 2002,,,0.047512992
Marin County,Actual,May-02,,,0.0454207
Marin County,Actual,Jun-02,,,0.051377513
Marin County,Actual,Jul-02,,,0.051339286
Marin County,Actual,Aug-02,,,0.050632911
Marin County,Actual,Sep-02,,,0.048689139
Marin County,Actual,Oct-02,,,0.04857997
Marin County,Actual,Nov-02,,,0.049401198
Marin County,Actual,Dec-02,,,0.046476762
Marin County,Actual,Jan-03,,,0.0503003
Marin County,Actual,Feb-03,,,0.048835462
Marin County,Actual,Mar-03,,,0.049924357
Marin County,Actual,April 2003,,,0.047328244
Marin County,Actual,May-03,,,0.045454545
Marin County,Actual,Jun-03,,,0.05218726
Marin County,Actual,Jul-03,,,0.051538462
Marin County,Actual,Aug-03,,,0.050730208
Marin County,Actual,Sep-03,,,0.047987616
Marin County,Actual,Oct-03,,,0.047876448
Marin County,Actual,Nov-03,,,0.04853621
Marin County,Actual,Dec-03,,,0.042405551
Marin County,Actual,Jan-04,,,0.049155146
Marin County,Actual,Feb-04,,,0.046850998
Marin County,Actual,Mar-04,,,0.049230769
Marin County,Actual,April 2004,,,0.044461778
Marin County,Actual,May-04,,,0.042253521
Marin County,Actual,Jun-04,,,0.046656299
Marin County,Actual,Jul-04,,,0.046367852
Marin County,Actual,Aug-04,,,0.043377227
Marin County,Actual,Sep-04,,,0.040530008
Marin County,Actual,Oct-04,,,0.041021672
Marin County,Actual,Nov-04,,,0.040926641
Marin County,Actual,Dec-04,,,0.037065637
Marin County,Actual,Jan-05,,,0.041021672
Marin County,Actual,Feb-05,,,0.041731066
Marin County,Actual,Mar-05,,,0.041085271
Marin County,Actual,April 2005,,,0.036604361
Marin County,Actual,May-05,,,0.035881435
Marin County,Actual,Jun-05,,,0.039596273
Marin County,Actual,Jul-05,,,0.040123457
Marin County,Actual,Aug-05,,,0.038639876
Marin County,Actual,Sep-05,,,0.03869969
Marin County,Actual,Oct-05,,,0.038610039
Marin County,Actual,Nov-05,,,0.037896365
Marin County,Actual,Dec-05,,,0.034082107
Marin County,Actual,Jan-06,,,0.037238169
Marin County,Actual,Feb-06,,,0.037896365
Marin County,Actual,Mar-06,,,0.037065637
Marin County,Actual,April 2006,,,0.034029389
Marin County,Actual,May-06,,,0.03253292
Marin County,Actual,Jun-06,,,0.036951501
Marin County,Actual,Jul-06,,,0.039724981
Marin County,Actual,Aug-06,,,0.036641221
Marin County,Actual,Sep-06,,,0.034377387
Marin County,Actual,Oct-06,,,0.032551098
Marin County,Actual,Nov-06,,,0.034612491
Marin County,Actual,Dec-06,,,0.031578947
Marin County,Actual,Jan-07,,,0.036753446
Marin County,Actual,Feb-07,,,0.035823171
Marin County,Actual,Mar-07,,,0.035823171
Marin County,Actual,April 2007,,,0.033076923
Marin County,Actual,May-07,,,0.032233308
Marin County,Actual,Jun-07,,,0.037347561
Marin County,Actual,Jul-07,,,0.039127163
Marin County,Actual,Aug-07,,,0.038519637
Marin County,Actual,Sep-07,,,0.036953243
Marin County,Actual,Oct-07,,,0.03756574
Marin County,Actual,Nov-07,,,0.038088125
Marin County,Actual,Dec-07,,,0.03742515
Marin County,Actual,Jan-08,,,0.041411043
Marin County,Actual,Feb-08,,,0.039846743
Marin County,Actual,Mar-08,,,0.042715484
Marin County,Actual,April 2008,,,0.039664378
Marin County,Actual,May-08,,,0.042682927
Marin County,Actual,Jun-08,,,0.047691143
Marin County,Actual,Jul-08,,,0.051492537
Marin County,Actual,Aug-08,,,0.051724138
Marin County,Actual,Sep-08,,,0.048908954
Marin County,Actual,Oct-08,,,0.050187266
Marin County,Actual,Nov-08,,,0.053303303
Marin County,Actual,Dec-08,,,0.055555556
Marin County,Actual,Jan-09,,,0.065003779
Marin County,Actual,Feb-09,,,0.067873303
Marin County,Actual,Mar-09,,,0.07245283
Marin County,Actual,April 2009,,,0.070454545
Marin County,Actual,May-09,,,0.073170732
Marin County,Actual,Jun-09,,,0.078386606
Marin County,Actual,Jul-09,,,0.08033033
Marin County,Actual,Aug-09,,,0.08
Marin County,Actual,Sep-09,,,0.078386606
Marin County,Actual,Oct-09,,,0.07896735
Marin County,Actual,Nov-09,,,0.079545455
Marin County,Actual,Dec-09,,,0.077803204
Marin County,Actual,Jan-10,,,0.083333333
Marin County,Actual,Feb-10,,,0.08085431
Marin County,Actual,Mar-10,,,0.082763857
Marin County,Actual,April 2010,,,0.078136739
Marin County,Actual,May-10,,,0.074660633
Marin County,Actual,Jun-10,,,0.078254327
Marin County,Actual,Jul-10,,,0.079587325
Marin County,Actual,Aug-10,,,0.078986587
Marin County,Actual,Sep-10,,,0.077038145
Marin County,Actual,Oct-10,,,0.076176251
Marin County,Actual,Nov-10,,,0.079006772
Marin County,Actual,Dec-10,,,0.07340824
Marin County,Actual,Jan-11,,,0.078475336
Marin County,Actual,Feb-11,,,0.07513148
Marin County,Actual,Mar-11,,,0.0754858
Marin County,Actual,April 2011,,,0.070684524
Marin County,Actual,May-11,,,0.069093611
Marin County,Actual,Jun-11,,,0.074870274
Marin County,Actual,Jul-11,,,0.076127125
Marin County,Actual,Aug-11,,,0.074704142
Marin County,Actual,Sep-11,,,0.072226359
Marin County,Actual,Oct-11,,,0.071111111
Marin County,Actual,Nov-11,,,0.06957809
Marin County,Actual,Dec-11,,,0.06504065
Marin County,Actual,Jan-12,,,0.067708333
Marin County,Actual,Feb-12,,,0.067946824
Marin County,Actual,Mar-12,,,0.067696836
Marin County,Actual,April 2012,,,0.062776957
Marin County,Actual,May-12,,,0.061674009
Marin County,Actual,Jun-12,,,0.066037736
Marin County,Actual,Jul-12,,,0.06705119
Marin County,Actual,Aug-12,,,0.063675832
Marin County,Actual,Sep-12,,,0.058394161
Marin County,Actual,Oct-12,,,0.058695652
Marin County,Actual,Nov-12,,,0.057412791
Marin County,Actual,Dec-12,,,0.054953001
Marin County,Actual,Jan-13,,,0.058866279
Marin County,Actual,Feb-13,,,0.055232558
Marin County,Actual,Mar-13,,,0.053168245
Marin County,Actual,April 2013,,,0.049239681
Marin County,Actual,May-13,,,0.049026676
Marin County,Actual,Jun-13,,,0.054402291
Marin County,Actual,Jul-13,,,0.054726368
Marin County,Actual,Aug-13,,,0.052254832
Marin County,Actual,Sep-13,,,0.050036258
Marin County,Actual,Oct-13,,,0.051057622
Marin County,Actual,Nov-13,,,0.047791455
Marin County,Actual,Dec-13,,,0.044299201
Marin County,Actual,Jan-14,,,0.046715328
Marin County,Actual,Feb-14,,,0.047756874
Marin County,Actual,Mar-14,,,0.046209386
Marin County,Actual,April 2014,,,0.039272727
Marin County,Actual,May-14,,,0.040520984
Marin County,Actual,Jun-14,,,0.042507205
Marin County,Actual,Jul-14,,,0.046033994
Marin County,Actual,Aug-14,,,0.044285714
Marin County,Actual,Sep-14,,,0.040977714
Marin County,Actual,Oct-14,,,0.040085898
Marin County,Actual,Nov-14,,,0.040201005
Marin County,Actual,Dec-14,,,0.036205648
Marin County,Actual,Jan-15,,,0.039797395
Marin County,Actual,Feb-15,,,0.037708484
Marin County,Actual,Mar-15,,,0.036823105
Marin County,Actual,April 2015,,,0.033959538
Marin County,Actual,May-15,,,0.034458004
Marin County,Actual,Jun-15,,,0.035893754
Marin County,Actual,Jul-15,,,0.038516405
Marin County,Actual,Aug-15,,,0.035739814
Marin County,Actual,Sep-15,,,0.033165105
Marin County,Actual,Oct-15,,,0.034532374
Marin County,Actual,Nov-15,,,0.033236994
Marin County,Actual,Dec-15,,,0.031907179
Marin County,Actual,Jan-16,,,0.033309196
Marin County,Actual,Feb-16,,,0.033022254
Marin County,Actual,Mar-16,,,0.033667622
Marin County,Actual,April 2016,,,0.031723143
Marin County,Actual,May-16,,,0.028776978
Marin County,Actual,Jun-16,,,0.034261242
Marin County,Actual,Jul-16,,,0.035260931
Marin County,Actual,Aug-16,,,0.034727144
Marin County,Actual,Sep-16,,,0.033475783
Marin County,Actual,Oct-16,,,0.033475783
Marin County,Actual,Nov-16,,,0.030846485
Marin County,Actual,Dec-16,,,0.030194105
Marin County,Actual,Jan-17,,,0.033861671
Marin County,Actual,Feb-17,,,0.031451036
Marin County,Actual,Mar-17,,,0.029978587
Marin County,Actual,April 2017,,,0.027279253
Marin County,Actual,May-17,,,0.026561378
Marin County,Actual,Jun-17,,,0.030583215
Marin County,Actual,Jul-17,,,0.031734838
Marin County,Actual,Aug-17,,,0.03127221
Marin County,Actual,Sep-17,,,0.026988636
Marin County,Actual,Oct-17,,,0.026428571
Marin County,Actual,Nov-17,,,0.025053686
Marin County,Actual,Dec-17,,,0.023758099
Marin County,Actual,Jan-18,,,0.025917927
Marin County,Actual,Feb-18,,,0.025
Marin County,Actual,Mar-18,,,0.024285714
Marin County,Actual,April 2018,,,0.022206304
Marin County,Actual,May-18,,,0.020014296
Marin County,Actual,Jun-18,,,0.026278409
Marin County,Actual,Jul-18,,,0.025910364
Marin County,Actual,Aug-18,,,0.025459689
Marin County,Actual,Sep-18,,,0.022535211
Marin County,Actual,Oct-18,,,0.023792862
Marin County,Actual,Nov-18,,,0.02245614
Marin County,Actual,Dec-18,,,0.022440393
Marin County,Actual,Jan-19,,,0.027368421
Marin County,Actual,Feb-19,,,0.024561404
Marin County,Actual,Mar-19,,,0.026038001
Marin County,Actual,April 2019,,,0.020714286
Marin County,Actual,May-19,,,0.019271949
Marin County,Actual,Jun-19,,,0.024233785
Marin County,Actual,Jul-19,,,0.025192442
Marin County,Actual,Aug-19,,,0.023943662
Napa County,Estimate,Sep-19,0.022559642,0.027850767,0.025205204
Napa County,Estimate,Oct-19,0.022376559,0.029024212,0.025700386
Napa County,Estimate,Nov-19,0.024265653,0.032644356,0.028455004
Napa County,Estimate,Dec-19,0.0251175,0.035512004,0.030314752
Napa County,Estimate,Jan-20,0.025478961,0.038738714,0.032108837
Napa County,Estimate,Feb-20,0.022049692,0.034530574,0.028290133
Napa County,Estimate,Mar-20,0.020849882,0.034795405,0.027822643
Napa County,Estimate,April 2020,0.017372373,0.031650307,0.02451134
Napa County,Estimate,May-20,0.015085188,0.029759752,0.02242247
Napa County,Estimate,Jun-20,0.016107646,0.034691075,0.02539936
