"area_sqft","bedroom","bathroom","type","year_built","heating","cooling","parking","elementrary_rating","middle_school_rating","high_school_rating","annual_tax_amount","zestimate"
1380,4,3,"Single",1959,,"Central",,4,3,,,695536
1645,3,3,"Single",1998,"ForcedAir","Central",,5,4,9,,894931
,3,,"Single",1963,,,,8,7,9,,871419
1431,2,3,"Condo",1981,"ForcedAir",,,6,4,5,,645080
1646,3,2,"Single",1973,"ForcedAir","Central",,6,4,5,,1171490
1804,4,3,"Single",1976,"ForcedAir","Central",,2,4,6,,908995
1288,3,2,"Single",1977,"ForcedAir","Central",,5,4,6,,829148
,2,,"Single",1976,"ForcedAir","Central",,6,5,,,265001
1058,2,1,"Single",1939,"ForcedAir","Central",,8,6,7,,999297
1128,3,2,"Single",1959,"ForcedAir","Central",,1,6,9,,789571
996,3,2,"Single",1959,,"Wall",,4,3,5,,752565
1681,4,2,"Single",1953,"ForcedAir","Central",,4,5,6,,1024917
1836,4,3,"Single",1997,"ForcedAir","Central",,2,3,4,,1027832
1659,6,3,"Single",1961,"ForcedAir","Central",,5,6,,,889714
1819,3,3,"Townhouse",2002,"ForcedAir","Central",,4,4,8,,1151661
1176,3,2,"Single",1977,"ForcedAir",,,3,4,3,,850005
1223,2,2,"Condo",1969,"ForcedAir","Central",,5,9,10,,468129
780,2,1,"Single",1946,,,,5,3,7,,657489
1378,3,3,"Condo",1998,"ForcedAir","Central",,7,8,9,,769006
871,2,2,"Condo",1986,"ForcedAir","Central",,2,6,7,,593020
2895,5,3,"Single",1962,"ForcedAir","Central",,9,6,9,,1989019
1099,2,2,"Condo",1970,"ForcedAir","Wall",,7,8,9,,570000
2376,5,3,"Single",1973,"ForcedAir",,,6,7,8,,1435981
1081,2,2,"Condo",1984,"Baseboard",,,7,7,9,,658511
1288,2,3,"Townhouse",2009,"ForcedAir","Central",,3,3,4,,776745
1791,3,2,"Mobile",2006,"ForcedAir","Central",,7,7,9,,384840
1133,2,2,"Condo",2005,"ForcedAir","Central",,6,7,,,725894
1664,4,2,"Single",1963,"ForcedAir","Central",,5,7,6,,950950
544,1,1,"Condo",2007,"ForcedAir","Central",,4,4,8,,449518
1458,2,3,"Condo",1996,"ForcedAir","Central",,3,3,7,,759619
1954,4,3,"Single",1974,"ForcedAir",,,4,6,5,,1062515
2210,4,3,"Single",2000,"ForcedAir","Central",,8,6,7,,1199897
1960,4,3,"Single",1939,"ForcedAir",,,5,6,7,,1616797
832,2,2,"Condo",1981,,,,6,6,7,,518370
960,3,1,"Single",1959,,,,2,2,3,,620168
1580,3,2,"Single",1961,"ForcedAir","Central",,6,5,6,,1166849
813,1,1,"Condo",1982,,"Central",,7,8,9,,565124
2000,4,3,"Single",1926,"ForcedAir","Central",,4,3,7,,1420367
1631,4,2,"Single",1959,"ForcedAir","Central",,7,6,9,,1075449
1344,5,5,"Mobile",1973,"ForcedAir",,,6,8,,,203443
998,2,2,"Condo",1981,"ForcedAir","Central",,6,7,9,,650745
1507,3,3,"Single",1952,"ForcedAir","Central",,7,7,8,,1394597
1093,2,3,"Condo",1992,"ForcedAir","Central",,5,6,8,,625105
,5,,"Single",1964,,,,7,6,9,,1069689
1938,3,3,"Single",1964,"ForcedAir","Central",,7,7,7,,1086169
2301,4,3,"Single",1949,"ForcedAir","Central",,2,6,7,,1593283
2011,4,2.5,"Single",1997,,,,9,9,10,,1163718
2485,4,2,"Single",1996,"ForcedAir","Central",,9,9,9,,1850011
,3,,"Single",1952,,,,8,6,7,,932103
1920,3,3,"Townhouse",1993,"ForcedAir",,,6,7,,,998009
1296,2,2,"Mobile",1980,"ForcedAir",,,6,5,,,250000
1731,3,3,"Condo",2005,"ForcedAir","Central",,6,6,,,848004
2400,3,3,"Single",1976,"ForcedAir","Central",,6,6,7,,1278548
896,2,2,"Condo",1987,"ForcedAir",,,6,7,7,,674854
1500,3,2,"Single",1920,"ForcedAir","Central",,3,3,4,,1206811
1056,3,1,"Single",1950,,"Wall",,4,3,7,,910945
2811,4,3,"Single",1989,"ForcedAir","Central",,9,9,10,,1799016
1430,3,2,"Single",1976,"ForcedAir","Central",,7,8,10,,951235
1368,2,3,"Condo",2005,"ForcedAir","Central",,6,6,,,770001
1442,3,2,"Single",1971,"ForcedAir","Central",,6,4,5,,841197
1823,4,3,"Single",1985,"ForcedAir",,,4,3,5,,986083
1207,3,2,"Single",1958,"ForcedAir",,,7,8,,,1008251
2839,3,4,"Single",,"ForcedAir","Central",,4,4,9,,1194515
903,2,1,"Condo",1970,"ForcedAir",,,4,8,6,,449556
1079,3,2,"Single",1910,"ForcedAir","Central",,3,3,4,,791901
1973,4,3,"Single",1968,"ForcedAir","Central",,3,4,6,,1002059
1120,3,2,"Single",1985,"ForcedAir","Central",,4,3,6,,734008
1933,4,2,"Single",1968,"ForcedAir","Central",,7,8,6,,1116532
1073,3,2,"Single",1963,,"Central",,3,4,3,,706608
2010,3,3,"Townhouse",1973,"ForcedAir","Central",,3,5,6,,1096857
1073,2,3,"Condo",1999,,,,3,3,7,,566152
2071,3,3,"Single",2003,"ForcedAir","Central",,9,9,9,,1301426
2178,4,4,"Single",2017,"ForcedAir","Central",,6,5,,,1072608
1099,2,2,"Condo",1970,"Baseboard","Wall",,7,8,9,,541674
2350,5,3,"Single",1973,"ForcedAir","Central",,8,6,9,,1358951
1909,3,2,"Single",1959,"ForcedAir","Central",,8,6,7,,1407136
1853,4,3,"Single",1966,"ForcedAir",,,5,8,10,,963361
,,,"Multiple",1960,"Gas",,,7,7,8,,1600000
1223,3,3,"Condo",1988,"ForcedAir","Central",,5,2,5,,602246
1105,3,2,"Single",1924,"ForcedAir","Central",,3,3,4,,776135
1646,4,2,"Single",1948,"ForcedAir","Wall",,3,5,6,,1241389
2703,6,3,"Single",1966,"ForcedAir","Central",,4,6,9,,1408193
2150,3,2,"Single",1948,"ForcedAir","Central",,5,6,7,,2017036
1769,4,2,"Single",1974,"ForcedAir","Central",,6,7,7,,1196387
1487,3,2,"Single",1967,"ForcedAir","Central",,5,8,10,,957648
1360,4,2,"Single",1973,"ForcedAir","Central",,5,6,8,,938834
1262,2,2,"Condo",2008,"ForcedAir","Central",,3,3,7,,1731536
903,2,1,"Condo",1970,,,,4,8,6,,415311
1065,3,2,"Single",1958,"ForcedAir",,,8,9,9,,1102855
1482,5,3,"Single",1959,"ForcedAir","Central",,5,6,,,816420
992,2,2,"Condo",1998,"ForcedAir",,,4,2,7,,444050
1018,2,2,"Townhouse",1964,"Baseboard","Wall",,4,4,8,,856223
1344,3,2,"Condo",1998,"ForcedAir",,,4,2,7,,589002
1988,4,3,"Single",1967,"ForcedAir","Central",,5,7,6,,1008903
1037,2,2,"Townhouse",1999,"ForcedAir","Central",,9,9,10,,772978
,,,"Multiple",1963,"ForcedAir",,,7,5,7,,1298927
1600,3,2,"Mobile",1977,"ForcedAir",,,5,4,6,,99000
792,2,2,"Mobile",1976,"ForcedAir","Central",,6,8,,,105259
1727,3,3,"Townhouse",2008,"ForcedAir","Central",,3,3,7,,907552
,3,,"Single",1996,,,,9,9,9,,965958
1261,2,2,"Townhouse",2019,,,,7,7,6,,687769
2195,4,3,"Single",1987,"ForcedAir","Central",,7,8,10,,1304398
2542,4,3,"Single",2004,"ForcedAir","Central",,10,8,10,,1498804
1108,2,2,"Condo",2007,"ForcedAir","Central",,7,8,9,,720936
1723,4,2,"Single",2003,"ForcedAir","Central",,4,6,9,,939004
2150,4,3,"Single",1972,"ForcedAir","Central",,6,6,9,,1348512
550,1,1,"Condo",2005,"ForcedAir","Central",,4,3,7,,479063
1340,3,2,"Mobile",2014,"ForcedAir","Central",,6,8,,,238697
1155,2,2,"Single",1978,"ForcedAir","Central",,7,3,6,,680567
1127,3,2,"Mobile",1972,"Gas","Wall",,6,8,,,178900
2533,5,3,"Single",1975,"ForcedAir",,,8,7,7,,1557592
867,2,2,"Townhouse",1983,"ForcedAir",,,5,3,5,,499984
2698,7,4,"Single",1962,,,,5,6,5,,1301963
632,1,1,"Condo",1981,,,,6,6,7,,388657
1794,3,2,"Single",1976,"ForcedAir","Central",,4,6,9,,1213213
1450,3,2,"Single",1971,"ForcedAir","Central",,5,6,5,,1155986
1374,4,2,"Single",1956,"ForcedAir","Central",,9,9,9,,1042394
1574,4,3,"Single",1977,"ForcedAir","Central",,4,9,9,,789287
1316,4,3,"Single",1901,,,,3,3,4,,938155
2159,4,4,"Single",2019,"ForcedAir","Central",,9,9,10,,2004000
1008,2,2,"Townhouse",1972,"ForcedAir",,,4,4,9,,530689
1585,4,2,"Single",1964,"ForcedAir","Central",,7,7,7,,1198595
1807,4,3,"Single",1970,"ForcedAir","Central",,5,7,9,,1138689
978,2,2,"Townhouse",1974,"ForcedAir","Central",,9,9,10,,1196971
1906,4,3,"Single",2019,"ForcedAir","Central",,3,5,6,,1661483
1307,2,2,"Townhouse",1973,"ForcedAir","Central",,5,9,9,,623367
4639,5,5,"Single",2003,"ForcedAir","Central",,9,9,9,,2805516
1223,2,2,"Condo",1969,"ForcedAir","Central",,5,9,10,,450138
4179,5,4,"Single",2000,"ForcedAir","Central",,7,7,8,,2424469
,4,,"Single",1993,,,,6,7,7,,1259454
1646,3,3,"Townhouse",2005,"ForcedAir","Central",,3,3,4,,865270
1248,2,2,"Mobile",1981,"ForcedAir",,,6,6,,,199951
1218,2,2,"Condo",2006,"ForcedAir","Central",,4,3,7,,688002
1173,2,2,"Condo",1989,"ForcedAir","Central",,6,5,,,591619
2235,3,4,"Condo",1977,"ForcedAir",,,9,8,9,,1003015
720,2,2,"Mobile",1974,"ForcedAir",,,6,7,,,99900
1113,3,2,"Single",1959,"ForcedAir",,,1,3,5,,750216
,3,,"Single",1958,,,,5,4,5,,632509
1161,3,1,"Single",1949,"ForcedAir",,,4,3,7,,1004251
2287,4,3,"Single",1997,"ForcedAir","Central",,6,7,,,1384666
,,,"Multiple",1959,"ForcedAir",,,6,7,9,,1229017
1204,3,2,"Single",1912,"ForcedAir",,,5,6,7,,977526
3865,4,4,"Single",1996,"ForcedAir","Central",,9,9,9,,2376130
1040,3,2,"Single",1960,,,,5,4,6,,789144
1321,4,2,"Single",1974,"ForcedAir",,,5,6,5,,937693
1165,3,2,"Single",1964,"ForcedAir","Central",,7,7,7,,969324
1094,3,2,"Condo",1987,,,,4,4,5,,550274
1512,2,2,"Mobile",1974,"Electric","Central",,6,5,6,,323051
922,2,2,"Condo",1988,"Baseboard",,,3,5,6,,585001
3404,5,3,"Single",1981,"ForcedAir","Central",,9,8,9,,1955900
,4,,"Single",1976,"ForcedAir","Central",,5,4,6,,910866
1636,2,1,"Single",1920,"ForcedAir","Central",,3,3,4,,734317
1466,4,2,"Single",1968,"ForcedAir",,,6,4,5,,970039
1552,3,3,"Condo",2015,"ForcedAir","Central",,,,,,1301445
780,2,1,"Single",1915,,,,4,3,7,,620003
,3,,"Single",1961,,,,2,2,3,,536708
1440,4,2,"Mobile",1979,"Gas","Central",,5,4,9,,320825
955,2,2,"Condo",1994,"ForcedAir","Central",,6,6,,,570005
922,2,2,"Condo",1988,"ForcedAir",,,3,5,6,,575002
,3,,"Single",1920,,,,4,3,7,,881425
1589,3,2,"Single",1946,"ForcedAir","Central",,4,3,7,,1120949
1067,2,3,"Townhouse",1985,,,,3,7,,,569632
2239,5,3,"Single",1967,"ForcedAir",,,7,8,9,,2149169
1693,3,3,"Townhouse",1983,"ForcedAir",,,4,6,9,,812308
1656,2,2,"Mobile",2004,"ForcedAir","Central",,5,6,5,,384802
1480,3,2,"Single",1958,"ForcedAir",,,8,9,9,,1238956
1407,3,3,"Townhouse",1995,"ForcedAir","Central",,6,7,,,930352
1554,4,2,"Single",1970,"ForcedAir",,,5,8,9,,888003
1392,4,3,"Condo",1982,"ForcedAir","Central",,1,3,5,,591328
1470,3,3,"Single",1985,"ForcedAir","Central",,8,8,9,,983000
1700,3,2,"Townhouse",1972,"ForcedAir","Central",,5,9,9,,679003
,3,,"Condo",2004,,,,4,3,7,,804821
849,2,2,"Condo",1984,,"Wall",,3,3,4,,501338
2010,6,3,"Single",1972,,,,7,7,9,,879719
1470,4,3,"Single",1985,"ForcedAir",,,8,8,9,,970777
,5,,"Single",1999,,,,5,6,5,,1057170
1302,2,2.5,"Townhouse",2019,,,,3,3,7,,886056
1757,3,4,"Single",2005,"ForcedAir","Central",,6,5,,,935004
974,2,2,"Condo",1981,"ForcedAir",,,,,,,674891
1300,4,2,"Single",1960,"ForcedAir",,,4,3,5,,761164
,3,,"Single",1969,"ForcedAir","Central",,7,7,9,,1122600
1176,3,2,"Single",1977,"ForcedAir",,,3,4,3,,796224
2155,4,3,"Single",2000,"ForcedAir","Central",,8,6,7,,1199048
1322,4,2,"Condo",1982,"ForcedAir",,,1,3,5,,602159
1656,2,2,"Mobile",1978,"ForcedAir","Central",,6,6,,,261460
1568,4,3,"Townhouse",1996,"ForcedAir","Central",,6,5,,,875116
690,2,1,"Single",1926,"ForcedAir",,,2,3,4,,657267
1440,2,2,"Mobile",1971,,,,6,5,,,199001
1405,4,2,"Single",1977,"ForcedAir",,,3,3,4,,966003
2106,4,3,"Single",1984,"ForcedAir","Central",,7,8,10,,1299893
1171,2,2,"Townhouse",1981,"Baseboard",,,5,6,7,,685890
4477,5,5,"Single",2000,"ForcedAir","Central",,9,9,9,,2453965
1355,4,2,"Single",1981,,"Central",,7,7,6,,863485
,2,,"Single",1948,,,,4,2,7,,531169
1950,3,2,"Single",1928,"ForcedAir","Central",,5,6,7,,1706655
1210,3,2,"Single",1961,"ForcedAir",,,6,7,9,,1075944
1116,2,2,"Condo",1964,"Baseboard",,,3,5,6,,642333
790,1,1,"Condo",2004,"ForcedAir","Central",,3,3,7,,579001
1604,3,2,"Single",1949,"ForcedAir","Central",,4,3,7,,1534200
1049,2,3,"Condo",2005,"ForcedAir","Central",,4,3,7,,749999
2530,5,3,"Single",1988,"ForcedAir","Central",,5,4,3,,1375201
1192,3,2,"Single",1970,,"Wall",,4,6,5,,1004499
2585,5,3,"Single",1972,"ForcedAir",,,8,8,9,,1623820
1300,3,2,"Single",1960,"ForcedAir",,,8,7,9,,1018411
,,,"Multiple",1950,,,,3,3,4,,757012
1140,2,2,"Mobile",2019,,,,2,6,7,,269001
1080,3,2,"Mobile",,,,,6,7,,,299001
2875,6,4,"Single",2019,"ForcedAir","Central",,3,5,6,,2150018
1588,3,3,"Townhouse",2019,,,,3,3,7,,1186821
2718,4,3,"Single",1955,"ForcedAir","Central",,7,7,8,,1700149
1092,3,1,"Single",1946,"ForcedAir","Central",,4,3,7,,1061518
1880,5,4,"Single",1901,"ForcedAir","Wall",,3,3,7,,984976
1877,4,3,"Single",1973,"ForcedAir","Central",,4,6,5,,1005102
922,2,2,"Condo",1988,"Baseboard",,,3,5,6,,579150
1568,4,2,"Mobile",1988,"ForcedAir",,,6,7,,,299999
1122,2,2,"Condo",1985,"ForcedAir",,,4,8,6,,595455
956,2,2,"Townhouse",1979,,,,4,3,7,,483421
2800,6,4,"Single",2001,,"Central",,10,8,10,,1386684
,3,,"Single",1955,,,,6,7,9,,1018971
,3,,"Single",1959,,,,5,3,6,,580714
1288,3,2,"Single",1925,"ForcedAir",,,3,3,4,,849003
1427,4,2,"Single",1973,"ForcedAir",,,9,7,7,,950003
1664,3,2,"Mobile",1995,,,,4,4,9,,354209
1760,3,2,"Mobile",2013,,,,6,6,,,392735
1289,3,2,"Single",1968,"ForcedAir","Central",,3,4,3,,849997
4061,5,4,"Single",1999,"ForcedAir","Central",,9,9,9,,2633012
2418,4,4,"Single",2004,"ForcedAir","Central",,5,6,7,,1675015
4763,5,5,"Single",1996,"ForcedAir","Central",,9,9,9,,2765752
1232,3,1,"Single",1958,"ForcedAir","Central",,5,4,5,,778369
1601,2,2.5,"Townhouse",2019,,,,7,7,6,,773159
2628,5,5,"Single",2006,"ForcedAir","Central",,5,6,,,1448060
1767,4,2,"Single",1976,"ForcedAir","Central",,6,5,6,,1427806
1580,2,2,"Mobile",1977,"ForcedAir","Central",,6,6,,,279002
910,2,2,"Mobile",1965,"ForcedAir",,,3,3,4,,210521
992,2,2,"Condo",1986,,"Wall",,7,7,7,,550082
810,2,1,"Condo",1970,"ForcedAir",,,4,8,6,,477266
1233,2,2,"Condo",1985,"ForcedAir","Central",,5,7,6,,583161
1622,2,2,"Condo",1998,"ForcedAir","Central",,3,3,7,,888282
1819,2,2,"Mobile",2006,"ForcedAir","Central",,5,6,5,,412645
2165,4,3,"Single",2015,"ForcedAir","Central",,7,7,6,,1209004
2516,5,3,"Single",1994,"ForcedAir","Central",,6,7,7,,1680012
3008,4,4,"Single",2004,"ForcedAir","Central",,9,9,10,,1776377
3260,5,4,"Single",1982,"Wall",,,10,9,10,,2417071
1060,3,1,"Single",1954,,,,6,7,9,,905750
,2,,"Townhouse",2015,"ForcedAir","Central",,4,4,5,,848992
825,2,1,"Single",1960,"Wall","Wall",,3,4,6,,611795
1401,2,2,"Townhouse",1990,"ForcedAir","Central",,5,5,7,,991783
3456,5,4,"Single",2014,"ForcedAir","Central",,9,8,9,,2368408
,5,,"Single",1971,,,,7,8,9,,816481
1168,3,2,"Single",1920,"ForcedAir","Central",,5,3,7,,976949
1922,3,3.5,"Single",2019,,,,6,5,,,962687
1490,2,2,"Condo",1989,"ForcedAir","Central",,9,9,10,,592620
903,2,1,"Condo",1970,"ForcedAir","Central",,5,6,5,,454628
,3,,"Townhouse",2003,,,,5,3,4,,526150
,7,,"Multiple",1892,,,,2,2,4,,1029001
,3,,"Single",1944,,,,5,3,4,,545892
1486,3,1,"Single",1953,"ForcedAir",,,4,3,4,,630960
,3,,"Single",1962,,,,6,2,4,,765461
1773,4,4,"Townhouse",2019,"ForcedAir","Central",,3,1,3,,789133
,3,,"Condo",1972,,,,3,3,4,,458518
788,2,1,"Single",1940,"Electric",,,3,1,3,,628265
1918,4,3.5,"Townhouse",2019,,,,3,1,3,,795683
1918,4,4,"Townhouse",2019,,,,3,1,3,,793772
,2,,"Townhouse",1979,,,,2,2,4,,520915
2122,3,3,"Single",1923,"ForcedAir","Central",,2,2,4,,954981
1080,2,2,"Mobile",1972,,,,4,4,7,,125011
1503,3,2,"Single",1946,"ForcedAir",,,2,2,4,,772995
,2,,"Single",1949,,,,4,4,7,,546267
1467,2,2,"Single",1945,"ForcedAir",,,6,2,4,,815106
977,2,2,"Condo",1983,"ForcedAir","Central",,2,2,4,,454163
,4,,"Single",1998,,,,8,3,4,,648953
,4,,"Single",2009,,,,2,1,3,,632927
1461,3,2,"Townhouse",1978,"Wall",,,2,2,4,,595200
,3,,"Single",1946,,,,5,3,4,,556183
1918,4,4,"Townhouse",2019,,,,3,1,3,,822368
,3,,"Single",1944,,,,2,2,4,,596430
1513,2,2,"Townhouse",1985,"ForcedAir",,,3,1,3,,592657
1773,4,4,"Townhouse",2019,,,,3,1,3,,787168
,1,,"Condo",1983,,,,2,2,4,,328958
,4,,"Single",1962,,,,6,2,4,,890893
1515,3,2,"Single",1926,"ForcedAir",,,6,2,4,,892668
1773,4,3.5,"Townhouse",2019,,,,3,1,3,,766536
1619,3,3,"Townhouse",2019,,,,3,1,3,,726677
,2,,"Single",1912,,,,2,2,4,,579962
1116,2,2,"Single",1902,"Gas","Central",,2,2,4,,910050
749,2,1,"Condo",1994,"ForcedAir","Central",,3,1,3,,502224
,5,,"Single",1956,,,,6,2,4,,808261
,2,,"Single",1942,,,,4,2,4,,564657
,3,,"Single",1965,,,,4,4,7,,684915
1002,2,1,"Single",1941,,,,4,2,4,,651182
918,3,2,"Single",1921,"Wall","Wall",,4,2,4,,751546
1659,3,3,"Townhouse",1978,"ForcedAir",,,2,2,4,,511583
,3,,"Single",1914,,,,2,2,4,,627415
2370,3,3,"Single",1951,"ForcedAir",,,6,2,4,,1134565
1641,2,2,"Single",1937,"Gas",,,6,2,4,,786397
,4,,"Single",1980,,,,4,4,7,,665034
,3,,"Single",1940,,,,3,2,4,,604870
,2,,"Condo",1988,,,,3,3,4,,426078
1000,2,2,"Mobile",,,,,4,4,7,,137686
1296,3,3,"Townhouse",1972,"ForcedAir","Central",,3,3,4,,552083
,3,,"Single",1955,,,,6,2,4,,667617
1150,3,2,"Single",1954,"ForcedAir",,,4,3,4,,660866
1196,3,2,"Single",1963,"ForcedAir","Central",,3,3,4,,737565
,4,,"Single",1999,,,,8,3,4,,696762
,3,,"Single",1962,"ForcedAir",,,3,3,4,,570229
1531,3,3.5,"Townhouse",2019,,,,3,1,3,,713375
1550,3,2,"Single",1958,"ForcedAir","Central",,,,,,793885
895,2,2,"Condo",1985,"Electric",,,4,4,7,,410970
1599,3,3,"Single",2001,"ForcedAir","Central",,5,3,4,,836914
,2,,"Single",1900,,,,2,2,4,,576089
,,,"Single",1961,,,,6,2,4,,793143
1930,4,4,"Townhouse",2019,,,,3,1,3,,782750
1918,4,3.5,"Townhouse",,,,,3,1,3,,830216
,3,,"Single",1955,,,,6,2,4,,740916
,4,,"Single",1955,,,,4,4,7,,580995
1392,2,2,"Mobile",1972,,,,4,4,7,,152483
,,,"Multiple",1955,"ForcedAir","Central",,2,2,4,,2705789
,3,,"Single",1952,,,,4,4,7,,524000
1361,3,2,"Single",1944,"ForcedAir",,,3,3,4,,680654
,2,,"Condo",1951,,,,3,3,4,,448737
1338,2,3,"Condo",1984,"ForcedAir",,,3,3,4,,606467
1346,2,3,"Townhouse",1984,"ForcedAir",,,3,3,4,,617440
1298,3,2,"Single",1923,,,,2,1,3,,559671
936,1,1,"Single",1940,"ForcedAir","Central",,4,2,4,,610501
1619,3,2.5,"Townhouse",2019,,,,3,1,3,,734258
,4,,"Single",2003,,,,4,3,4,,793225
1488,2,2,"Mobile",,,,,4,4,7,,175556
1480,3,3,"Townhouse",1977,"ForcedAir",,,3,1,3,,590570
1930,4,4,"Townhouse",2019,,,,3,1,3,,796578
,3,,"Single",1958,,,,4,4,7,,548037
1566,3,2,"Single",1953,,,,4,4,7,,599259
1918,4,4,"Townhouse",2019,,,,3,1,3,,778674
1024,3,1,"Single",1950,"ForcedAir","Central",,4,4,7,,666116
1480,3,1,"Single",1955,"Wall",,,4,3,4,,687606
1678,4,3.5,"Townhouse",2019,,,,3,1,3,,743101
,,,"Multiple",1954,,,,4,2,4,,1069296
1647,3,3,"Townhouse",2018,"ForcedAir",,,5,5,7,,1434871
1710,3,3,"Townhouse",1988,"ForcedAir",,,7,5,8,,1550978
1000,1,1,"Condo",1988,"ForcedAir","Central",,3,6,7,,557221
930,1,1,"Condo",1988,"ForcedAir","Central",,3,6,7,,566233
1720,3,3,"Townhouse",1978,"ForcedAir",,,7,6,9,,1260601
1450,3,2,"Townhouse",1978,"ForcedAir",,,6,9,8,,1277453
717,1,1,"Condo",1963,"ForcedAir",,,6,9,8,,576085
6505,6,7,"Single",1938,"ForcedAir","Central",,3,6,7,,7522465
725,1,1,"Condo",1982,"Electric",,,2,6,7,,600026
1800,3,3,"Single",1966,"ForcedAir",,,2,9,9,,1699737
,3,,"Single",1952,"ForcedAir","Central",,2,6,9,,1380201
2730,5,4,"Single",1966,"ForcedAir",,,7,5,8,,2297268
1080,2,2,"Single",1946,"ForcedAir",,,2,6,9,,1078920
,3,,"Single",1952,,,,5,5,7,,963885
2180,4,4,"Townhouse",2014,"ForcedAir","Central",,6,5,8,,1857540
,3,,"Single",1949,,,,7,5,8,,1080630
1240,3,1,"Single",1948,"Electric","Central",,2,6,7,,1267893
1786,2,2,"Condo",1980,"ForcedAir","Central",,,,,,1539546
693,1,1,"Condo",1965,"Baseboard",,,4,5,7,,654359
776,1,1,"Condo",1974,"Baseboard",,,3,6,7,,611971
1374,3,3,"Townhouse",2017,"ForcedAir","Central",,3,6,7,,1423787
1621,3,2,"Condo",1964,"ForcedAir",,,3,6,7,,1046395
892,2,1,"Condo",1974,,,,5,5,9,,737597
1095,1,2,"Condo",1980,"Electric",,,2,6,9,,890878
1960,3,3,"Single",1949,"ForcedAir","Central",,4,5,8,,1899915
,4,,"Multiple",1957,,,,6,5,8,,1327296
1250,2,1,"Single",1922,"ForcedAir",,,2,6,9,,1622596
1220,3,2,"Single",1954,"ForcedAir",,,6,6,9,,1196538
2122,3,2,"Single",1946,"ForcedAir",,,5,5,8,,2142857
1480,3,2,"Single",1948,"ForcedAir",,,6,5,8,,1575057
1310,2,3,"Townhouse",2015,"ForcedAir","Central",,6,5,8,,1368926
1312,3,3,"Townhouse",2001,"ForcedAir",,,6,5,9,,1380681
,1,,"Condo",1984,,,,2,6,9,,441658
2454,4,4,"Townhouse",2017,"ForcedAir","Central",,6,5,8,,2046731
2350,4,3,"Single",1969,"ForcedAir","Central",,7,5,8,,2288892
,2,,"Condo",1993,,,,3,6,7,,704471
,,,"Multiple",1965,"ForcedAir",,,7,5,8,,1998549
1100,1,2,"Condo",1988,"ForcedAir","Central",,3,6,7,,685500
,,,"Multiple",1978,"ForcedAir","Central",,7,6,9,,2719062
,2,,"Condo",1996,,,,7,5,9,,515163
1786,2,2,"Condo",1980,,"Central",,2,6,9,,1546745
1080,3,1,"Single",1950,"ForcedAir",,,6,5,8,,1612903
,3,,"Single",1947,,,,2,7,7,,783358
1978,4,3,"Single",1939,"ForcedAir",,,7,5,8,,2207878
2100,3,3,"Townhouse",1979,"Wall",,,2,9,9,,1492466
2076,2,2,"Condo",1973,"ForcedAir","Central",,3,6,7,,1346275
780,1,1,"Condo",1961,"Electric",,,7,6,9,,614999
1223,2,3,"Townhouse",1979,"Wall",,,2,9,9,,1128466
1156,3,1,"Single",1956,"ForcedAir","Central",,6,6,9,,1202235
2071,3,4,"Condo",2013,"ForcedAir","Central",,6,5,9,,1794047
,3,,"Single",1976,,,,7,6,9,,1508518
,3,,"Single",1941,,,,6,5,8,,1274383
,3,,"Single",1941,"ForcedAir","Central",,2,6,9,,1626426
,,,"Multiple",1958,"Gas",,,2,6,9,,1423822
4060,4,4,"Single",1993,"ForcedAir",,,7,6,9,,2999900
1080,3,1,"Single",1948,"ForcedAir",,,6,5,8,,1182443
,3,,"Single",1954,,,,6,,9,,858402
1650,3,2,"Single",1941,"ForcedAir","Central",,7,6,9,,2149999
1211,2,2,"Condo",1982,"ForcedAir",,,7,5,9,,938894
528,1,1,"Condo",1988,,,,6,5,8,,567075
1831,3,3,"Single",2005,"ForcedAir",,,7,6,9,,1665448
1070,3,2,"Single",1953,"Wall",,,2,6,9,,677758
1039,3,2,"Single",1927,"ForcedAir",,,2,6,9,,1442023
900,2,1,"Single",1953,,,,6,5,8,,1224692
2780,3,3,"Single",1936,"ForcedAir",,,7,6,9,,3041461
2035,2,3,"Condo",1980,"ForcedAir","Central",,2,6,9,,1855576
1910,4,2,"Single",1950,"ForcedAir",,,6,5,8,,1807809
,3,,"Single",1917,,,,7,6,7,,890378
2076,2,2,"Condo",1973,"ForcedAir","Central",,3,6,7,,1595031
3900,4,5,"Single",1917,"ForcedAir",,,3,6,7,,4352181
390,,1,"Condo",1983,,,,3,6,7,,312261
1330,3,1,"Single",1952,"ForcedAir",,,2,6,9,,1243821
2280,4,3,"Single",1940,"ForcedAir","Central",,4,5,8,,2298013
,3,,"Single",1960,"Wall",,,3,2,4,,529037
817,2,1,"Single",1943,"ForcedAir","Central",,2,1,2,,475363
828,2,1,"Single",1943,,,,2,1,2,,409052
1688,3,2,"Multiple",1960,,,,1,2,3,,576613
913,3,1,"Single",1950,,,,2,1,2,,431374
,4,,"Single",1968,,,,6,2,4,,511764
1668,3,3,"Townhouse",2003,"ForcedAir","Central",,2,1,2,,520730
952,3,2,"Single",1957,"Wall",,,1,1,2,,414999
,3,,"Single",1963,,,,3,2,4,,520552
,4,,"Single",1964,,,,3,2,4,,533926
2304,5,4,"Single",1943,"ForcedAir","Central",,2,1,2,,554699
,3,,"Single",1944,,,,1,2,3,,425090
